mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	4/4	1	1	c.i{				c	i		i	i						{	m	1	1	0, -3, 1		0.0	0.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
1	0	3/8	3/4	4/4	1	1	V				c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	2	3	0.4	0.125	0.25	0.3333333333333333
2	1	0	0	4/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	2	4	0.3333333333333333	0.125	0.375	0.25
2	1	1/4	1/4	4/4	1	1	V43				c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	4	4	0.5	0.25	0.25	0.5
2	1	1/2	1/2	4/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	2	4	0.3333333333333333	0.125	0.375	0.25
2	1	3/4	3/4	4/4	1	1	V65				c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	2	0.0	0.0	0.25	0.0
2	1	7/8	7/8	4/4	1	1	V				c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.25	0.0
3	2	0	0	4/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	3	4	0.42857142857142855	0.125	0.375	0.25
3	2	1/4	1/4	4/4	1	1	III.V65				c	III		V65	V		65					Mm7	1	0	2, -1, -4, -2		-2.0	2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	2	3/8	3/8	4/4	1	1	V7				c	III		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	2	1/2	1/2	4/4	1	1	I				c	III		I	I							M	1	0	-3, 1, -2		-3.0	-3.0	2	4	0.3333333333333333	0.125	0.375	0.25
3	2	3/4	3/4	4/4	1	1	V43				c	III		V43	V		43					Mm7	1	0	-1, -4, -2, 2		-2.0	-1.0	4	4	0.5	0.25	0.25	0.5
4	3	0	0	4/4	1	1	I6				c	III		I6	I		6					M	1	0	1, -2, -3		-3.0	1.0	2	4	0.3333333333333333	0.125	0.375	0.25
4	3	1/4	1/4	4/4	1	1	V65				c	III		V65	V		65					Mm7	1	0	2, -1, -4, -2		-2.0	2.0	0	3	0.0	0.0	0.25	0.0
4	3	3/8	3/8	4/4	1	1	V7				c	III		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	3	1/2	1/2	4/4	1	1	I				c	III		I	I							M	1	0	-3, 1, -2		-3.0	-3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	3	5/8	5/8	4/4	1	1	ii6				c	III		ii6	ii		6					m	1	0	-4, 0, -1		-1.0	-4.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	3	3/4	3/4	4/4	1	1	V				c	III		V	V							M	1	0	-2, 2, -1		-2.0	-2.0	0	2	0.0	0.0	0.3125	0.0
4	3	7/8	7/8	4/4	1	1	V7				c	III		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	1	1	0.5	0.0625	0.125	0.3333333333333333
5	4	0	0	4/4	1	1	I|PAC}{				c	III		I	I					PAC	}{	M	1	0	-3, 1, -2		-3.0	-3.0	3	5	0.375	0.1875	0.3125	0.375
5	4	1/4	1/4	4/4	1	1	i.V65				c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	2	0.0	0.0	0.25	0.0
5	4	3/8	3/8	4/4	1	1	V7				c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	1/2	1/2	4/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	2	2	0.5	0.0625	0.1875	0.25
5	4	5/8	5/8	4/4	1	1	v.i64				c	v		i64	i		64					m	1	1	2, 1, -2		1.0	2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	3/4	3/4	4/4	1	1	ii%43				c	v		ii%43	ii	%	43					%7	1	1	-3, 1, 3, 0		3.0	-3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	7/8	7/8	4/4	1	1	ii%65				c	v		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3.0	0.0	0	3	0.0	0.0	0.25	0.0
6	5	0	0	4/4	1	1	V				c	v		V	V							M	1	1	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.5	0.0
6	5	1/4	1/4	4/4	1	1	V6/iv				c	v		V6/iv	V		6		iv			M	1	1	5, 2, 1		1.0	5.0	0	2	0.0	0.0	0.25	0.0
6	5	3/8	3/8	4/4	1	1	V7/IV				c	v		V7/IV	V		7		IV			Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	1/2	1/2	4/4	1	1	IV				c	v		IV	IV							M	1	1	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.25	0.0
6	5	5/8	5/8	4/4	1	1	ii65				c	v		ii65	ii		65					mm7	1	1	0, 4, 1, 3		3.0	0.0	0	2	0.0	0.0	0.25	0.0
6	5	3/4	3/4	4/4	1	1	ii				c	v		ii	ii							m	1	1	3, 0, 4		3.0	3.0	0	2	0.0	0.0	0.25	0.0
6	5	7/8	7/8	4/4	1	1	ii7				c	v		ii7	ii		7					mm7	1	1	3, 0, 4, 1		3.0	3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	6	0	0	4/4	1	1	V				c	v		V	V							M	1	1	2, 6, 3		2.0	2.0	3	4	0.42857142857142855	0.1875	0.3125	0.375
7	6	1/4	1/4	4/4	1	1	i6				c	v		i6	i		6					m	1	1	-2, 2, 1		1.0	-2.0	2	4	0.3333333333333333	0.125	0.375	0.25
7	6	1/2	1/2	4/4	1	1	V65				c	v		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	0	2	0.0	0.0	0.25	0.0
7	6	5/8	5/8	4/4	1	1	i				c	v		i	i							m	1	1	1, -2, 2		1.0	1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	6	3/4	3/4	4/4	1	1	V				c	v		V	V							M	1	1	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.3125	0.0
7	6	7/8	7/8	4/4	1	1	V7				c	v		V7	V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	1	1	0.5	0.0625	0.125	0.3333333333333333
8	7	0	0	4/4	1	1	I|PAC}				c	v		I	I					PAC	}	M	1	1	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.875	0.0
9	7	1/8	1/2	4/4	1	1	i.i{				c	i		i	i						{	m	1	1	0, -3, 1		0.0	0.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
9	7	3/8	3/4	4/4	1	1	V				c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	3	0.0	0.0	0.375	0.0
10	8	0	0	4/4	1	1	iv.III+				c	iv		III+	III	+						+	1	1	-4, 0, 4		-4.0	-4.0	2	4	0.3333333333333333	0.0625	0.4375	0.125
10	8	1/4	1/4	4/4	1	1	V65				c	iv		V65	V		65					Mm7	1	1	4, 1, -2, 0		0.0	4.0	0	2	0.0	0.0	0.1875	0.0
10	8	3/8	3/8	4/4	1	1	V7				c	iv		V7	V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
10	8	1/2	1/2	4/4	1	1	i				c	iv		i	i							m	1	1	-1, -4, 0		-1.0	-1.0	0	2	0.0	0.0	0.25	0.0
10	8	5/8	5/8	4/4	1	1	ii6				c	iv		ii6	ii		6					m	1	1	-2, 2, 1		1.0	-2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
10	8	3/4	3/4	4/4	1	1	V(4)				c	iv		V(4)	V			4				M	1	1	0, -1, 1		0.0	0.0	0	2	0.0	0.0	0.3125	0.0
10	8	7/8	7/8	4/4	1	1	V				c	iv		V	V							M	1	1	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.1875	0.0
11	9	0	0	4/4	1	1	I|PAC}				c	iv		I	I					PAC	}	M	1	1	-1, 3, 0		-1.0	-1.0	2	3	0.4	0.0625	0.4375	0.125
11	9	1/4	1/4	4/4	1	1	III.V2/V{				c	III		V2/V	V		2		V		{	Mm7	1	0	-3, -1, 3, 0		-1.0	-3.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
11	9	1/2	1/2	4/4	1	1	V6				c	III		V6	V		6					M	1	0	2, -1, -2		-2.0	2.0	1	3	0.25	0.0625	0.4375	0.125
11	9	3/4	3/4	4/4	1	1	V65/V				c	III		V65/V	V		65		V			Mm7	1	0	3, 0, -3, -1		-1.0	3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
11	9	7/8	7/8	4/4	1	1	V7/V				c	III		V7/V	V		7		V			Mm7	1	0	-1, 3, 0, -3		-1.0	-1.0	0	3	0.0	0.0	0.25	0.0
12	10	0	0	4/4	1	1	V				c	III		V	V							M	1	0	-2, 2, -1		-2.0	-2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	10	1/8	1/8	4/4	1	1	V2				c	III		V2	V		2					Mm7	1	0	-4, -2, 2, -1		-2.0	-4.0	0	3	0.0	0.0	0.25	0.0
12	10	1/4	1/4	4/4	1	1	I6				c	III		I6	I		6					M	1	0	1, -2, -3		-3.0	1.0	1	5	0.16666666666666666	0.0625	0.4375	0.125
12	10	1/2	1/2	4/4	1	1	V43				c	III		V43	V		43					Mm7	1	0	-1, -4, -2, 2		-2.0	-1.0	0	3	0.0	0.0	0.25	0.0
12	10	5/8	5/8	4/4	1	1	I6				c	III		I6	I		6					M	1	0	1, -2, -3		-3.0	1.0	2	2	0.5	0.125	0.125	0.5
12	10	3/4	3/4	4/4	1	1	V				c	III		V	V							M	1	0	-2, 2, -1		-2.0	-2.0	0	2	0.0	0.0	0.3125	0.0
12	10	7/8	7/8	4/4	1	1	V7				c	III		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2.0	-2.0	1	1	0.5	0.0625	0.125	0.3333333333333333
13	11	0	0	4/4	1	1	I|PAC}{				c	III		I	I					PAC	}{	M	1	0	-3, 1, -2		-3.0	-3.0	2	3	0.4	0.125	0.25	0.3333333333333333
13	11	1/4	1/4	4/4	1	1	i.VIM7				c	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4.0	-4.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
13	11	1/2	1/2	4/4	1	1	ii%7				c	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2.0	2.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
13	11	3/4	3/4	4/4	1	1	V7				c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	4	0.2	0.0625	0.3125	0.16666666666666666
14	12	0	0	4/4	1	1	i|IAC}{				c	i		i	i					IAC	}{	m	1	1	0, -3, 1		0.0	0.0	3	4	0.42857142857142855	0.0625	0.4375	0.125
14	12	1/4	1/4	4/4	1	1	v.iio				c	v		iio	ii	o						o	1	1	3, 0, -3		3.0	3.0	3	3	0.5	0.1875	0.3125	0.375
14	12	1/2	1/2	4/4	1	1	V65				c	v		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
14	12	5/8	5/8	4/4	1	1	i				c	v		i	i							m	1	1	1, -2, 2		1.0	1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
14	12	3/4	3/4	4/4	1	1	V				c	v		V	V							M	1	1	2, 6, 3		2.0	2.0	2	3	0.4	0.125	0.375	0.25
15	13	0	0	4/4	1	1	V65				c	v		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	2	5	0.2857142857142857	0.0625	0.4375	0.125
15	13	1/4	1/4	4/4	1	1	i	0	-4.4	/	c	v		i	i							m	1	1	1, -2, 2		1.0	1.0	2	4	0.3333333333333333	0.125	0.375	0.25
15	13	1/2	1/2	4/4	1	1	iv7				c	v		iv7	iv		7					mm7	1	1	0, -3, 1, -2		0.0	0.0	1	3	0.25	0.0625	0.3125	0.16666666666666666
15	13	11/16	11/16	4/4	1	1	ii%65				c	v		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3.0	0.0	0	2	0.0	0.0	0.125	0.0
15	13	3/4	3/4	4/4	1	1	V				c	v		V	V							M	1	1	2, 6, 3		2.0	2.0	0	2	0.0	0.0	0.3125	0.0
15	13	7/8	7/8	4/4	1	1	V7				c	v		V7	V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	1	1	0.5	0.0625	0.125	0.3333333333333333
16	14	0	0	4/4	1	1	I|PAC}{				c	v		I	I					PAC	}{	M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.5	0.0
16	14	1/4	1/4	4/4	1	1	i.i6				c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	2	0.0	0.0	0.25	0.0
16	14	3/8	3/8	4/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
16	14	1/2	1/2	4/4	1	1	IV				c	i		IV	IV							M	1	1	-1, 3, 0		-1.0	-1.0	1	4	0.2	0.0625	0.4375	0.125
16	14	3/4	3/4	4/4	1	1	ii				c	i		ii	ii							m	1	1	2, -1, 3		2.0	2.0	1	4	0.2	0.0625	0.4375	0.125
17	15	0	0	4/4	1	1	V(64)				c	i		V(64)	V			64				M	1	1	1, 0, -3		1.0	1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
17	15	1/8	1/8	4/4	1	1	V				c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
17	15	1/4	1/4	4/4	1	1	i6				c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	3	0.0	0.0	0.25	0.0
17	15	3/8	3/8	4/4	1	1	V65				c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	3	0.0	0.0	0.25	0.0
17	15	1/2	1/2	4/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.25	0.0
17	15	5/8	5/8	4/4	1	1	#viio65				c	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5.0	2.0	0	3	0.0	0.0	0.25	0.0
17	15	3/4	3/4	4/4	1	1	i6				c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	2	0.0	0.0	0.25	0.0
17	15	7/8	7/8	4/4	1	1	ii%65				c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2.0	-1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
18	16	0	0	4/4	1	1	V|HC.CON}{				c	i		V	V					HC.CON	}{	M	1	1	1, 5, 2		1.0	1.0	6	6	0.5	0.375	0.4375	0.46153846153846156
18	16	1/2	1/2	4/4	1	1	V43				c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	3	5	0.375	0.1875	0.3125	0.375
18	16	3/4	3/4	4/4	1	1	V65				c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	4	4	0.5	0.25	0.25	0.5
19	17	0	0	4/4	1	1	V43				c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	2	3	0.4	0.125	0.375	0.25
19	17	1/4	1/4	4/4	1	1	V65				c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	0	3	0.0	0.0	0.25	0.0
19	17	3/8	3/8	4/4	1	1	V7				c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
19	17	1/2	1/2	4/4	1	1	i6				c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	2	3	0.4	0.125	0.375	0.25
19	17	3/4	3/4	4/4	1	1	i				c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
19	17	7/8	7/8	4/4	1	1	i6				c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
20	18	0	0	4/4	1	1	V65/III				c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2.0	2.0	0	3	0.0	0.0	0.25	0.0
20	18	1/8	1/8	4/4	1	1	III				c	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
20	18	1/4	1/4	4/4	1	1	V/III				c	i		V/III	V				III			M	1	1	-2, 2, -1		-2.0	-2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
