mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	2/2	1	1	g.i{					g	i		i	i						{	m	1	1	1, -2, 2		1.0	1.0	1	2	0.3333333333333333	0.125	0.375	0.25
1	0	1/4	3/4	2/2	1	1	V65					g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	0	3	0.0	0.0	0.5	0.0
2	1	0	0	2/2	1	1	i					g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	2	2	0.5	0.25	0.25	0.5
2	1	1/4	1/4	2/2	1	1	VI					g	i		VI	VI							M	1	1	-3, 1, -2		-3.0	-3.0	2	2	0.5	0.25	0.25	0.5
2	1	1/2	1/2	2/2	1	1	ii65					g	i		ii65	ii		65					mm7	1	1	0, 4, 1, 3		3.0	0.0	1	2	0.3333333333333333	0.125	0.375	0.25
2	1	3/4	3/4	2/2	1	1	V					g	i		V	V							M	1	1	2, 6, 3		2.0	2.0	2	2	0.5	0.25	0.25	0.5
3	2	0	0	2/2	1	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1.0	-2.0	3	4	0.42857142857142855	0.25	0.75	0.25
3	2	1/2	1/2	2/2	1	1	i					g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	2	4	0.3333333333333333	0.25	0.75	0.25
4	3	0	0	2/2	1	1	V65					g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2.0	6.0	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	1/4	1/4	2/2	1	1	V7					g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2.0	2.0	0	3	0.0	0.0	0.5	0.0
4	3	1/2	1/2	2/2	1	1	i					g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	2	4	0.3333333333333333	0.25	0.75	0.25
