mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	3/2	1	1	a.i					a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	3	6	0.3333333333333333	0.25	1.5	0.14285714285714285
2	1	1/2	1/2	3/2	1	1	VI					a	i		VI	VI							M	1	1	-1, 3, 0		-1.0	-1.0	1	2	0.3333333333333333	0.125	0.375	0.25
2	1	3/4	3/4	3/2	1	1	VIM2	0	-3.6	/		a	i		VIM2	VI	M	2					MM7	1	1	4, -1, 3, 0		-1.0	4.0	1	2	0.3333333333333333	0.125	0.375	0.25
2	1	1	1	3/2	1	1	ii%65	0	-3.8	/		a	i		ii%65	ii	%	65					%7	1	1	2, -1, 3, 5		5.0	2.0	1	4	0.2	0.0625	0.9375	0.0625
3	2	0	0	3/2	1	1	V	0	-2.9	/		a	i		V	V							M	1	1	4, 8, 5		4.0	4.0	2	4	0.3333333333333333	0.25	0.75	0.25
3	2	1/2	1/2	3/2	1	1	i6					a	i		i6	i		6					m	1	1	0, 4, 3		3.0	0.0	0	3	0.0	0.0	0.75	0.0
3	2	3/4	3/4	3/2	1	1	ii%65					a	i		ii%65	ii	%	65					%7	1	1	2, -1, 3, 5		5.0	2.0	0	3	0.0	0.0	0.75	0.0
3	2	1	1	3/2	1	1	V(64)	0	-3.8	/		a	i		V(64)	V			64				M	1	1	4, 3, 0		4.0	4.0	1	4	0.2	0.25	1.125	0.18181818181818182
3	2	11/8	11/8	3/2	1	1	V	-1.22414	-2.65302	/		a	i		V	V							M	1	1	4, 8, 5		4.0	4.0	0	1	0.0	0.0	0.125	0.0
4	3	0	0	3/2	1	1	i\\	0	-4.5	/		a	i		i	i						\\	m	1	1	3, 0, 4		3.0	3.0	4	7	0.36363636363636365	0.25	2.25	0.1
4	3	1	1	3/2	1	1	III	0	-3.4	/		a	i		III	III							M	1	1	0, 4, 1		0.0	0.0	2	4	0.3333333333333333	0.125	0.875	0.125
5	4	0	0	3/2	1	1	VII					a	i		VII	VII							M	1	1	1, 5, 2		1.0	1.0	2	2	0.5	0.25	0.75	0.25
5	4	1/2	1/2	3/2	1	1	VII6	0	-2.8	/		a	i		VII6	VII		6					M	1	1	5, 2, 1		1.0	5.0	0	2	0.0	0.0	0.5	0.0
5	4	3/4	3/4	3/2	1	1	V65/iv					a	i		V65/iv	V		65		iv			Mm7	1	1	7, 4, 1, 3		3.0	7.0	0	2	0.0	0.0	0.5	0.0
5	4	1	1	3/2	1	1	iv	0	-3	/		a	i		iv	iv							m	1	1	2, -1, 3		2.0	2.0	2	3	0.4	0.125	0.875	0.125
6	5	0	0	3/2	1	1	i	0	-4.7	/		a	i		i	i							m	1	1	3, 0, 4		3.0	3.0	0	6	0.0	0.0	2.0	0.0
6	5	1/2	1/2	3/2	1	1	V43/VII	0	-3	/		a	i		V43/VII	V		43		VII			Mm7	1	1	3, 0, 2, 6		2.0	3.0	0	4	0.0	0.0	0.75	0.0
6	5	3/4	3/4	3/2	1	1	v6	0	-3	/		a	i		v6	v		6					m	1	1	1, 5, 4		4.0	1.0	0	4	0.0	0.0	0.75	0.0
6	5	1	1	3/2	1	1	vi7	0	-3.6	/		a	i		vi7	vi		7					mm7	1	1	-1, -4, 0, -3		-1.0	-1.0	3	1	0.75	0.625	0.5	0.5555555555555556
6	5	5/4	5/4	3/2	1	1	iv6					a	i		iv6	iv		6					m	1	1	-1, 3, 2		2.0	-1.0	1	1	0.5	0.125	0.25	0.3333333333333333
7	6	0	0	3/2	1	1	V\\	-3.08395e-18	-5.3	/		a	i		V	V						\\	M	1	1	4, 8, 5		4.0	4.0	0	5	0.0	0.0	2.0	0.0
7	6	5/8	5/8	3/2	1	1	v.V6					a	v		V6	V		6					M	1	1	9, 6, 5		5.0	9.0	0	2	0.0	0.0	0.25	0.0
7	6	3/4	3/4	3/2	1	1	i	0	-3.6	/		a	v		i	i							m	1	1	4, 1, 5		4.0	4.0	2	2	0.5	0.25	0.25	0.5
7	6	1	1	3/2	1	1	i6	0	-5.21289	/		a	v		i6	i		6					m	1	1	1, 5, 4		4.0	1.0	3	4	0.42857142857142855	0.25	0.75	0.25
8	7	0	0	3/2	1	1	#viio6	-0.68467	-4.40186	/		a	v		#viio6	#vii	o	6					o	1	1	6, 3, 9		9.0	6.0	2	2	0.5	0.375	0.625	0.375
8	7	1/2	1/2	3/2	1	1	V65					a	v		V65	V		65					Mm7	1	1	9, 6, 3, 5		5.0	9.0	1	2	0.3333333333333333	0.125	0.375	0.25
8	7	3/4	3/4	3/2	1	1	V7					a	v		V7	V		7					Mm7	1	1	5, 9, 6, 3		5.0	5.0	2	3	0.4	0.375	0.5	0.42857142857142855
8	7	9/8	9/8	3/2	1	1	i	-2.90734	-3.11207	/		a	v		i	i							m	1	1	4, 1, 5		4.0	4.0	0	1	0.0	0.0	0.125	0.0
8	7	5/4	5/4	3/2	1	1	ii%65					a	v		ii%65	ii	%	65					%7	1	1	3, 0, 4, 6		6.0	3.0	0	3	0.0	0.0	0.5	0.0
9	8	0	0	3/2	1	1	V					a	v		V	V							M	1	1	5, 9, 6		5.0	5.0	1	3	0.25	0.0	1.0	0.0
9	8	1/2	1/2	3/2	1	1	v					a	v		v	v							m	1	1	5, 2, 6		5.0	5.0	2	5	0.2857142857142857	0.08333333333333333	1.4166666666666667	0.05555555555555555
9	8	1	1	3/2	1	1	V7/iv	-0.532521	-5.54298	/		a	v		V7/iv	V		7		iv			Mm7	1	1	4, 8, 5, 2		4.0	4.0	1	5	0.16666666666666666	0.0625	1.4375	0.041666666666666664
10	9	0	0	3/2	1	1	IV					a	v		IV	IV							M	1	1	3, 7, 4		3.0	3.0	0	3	0.0	0.0	0.875	0.0
10	9	1/4	1/4	3/2	1	1	V43	0	-4.70616	/		a	v		V43	V		43					Mm7	1	1	6, 3, 5, 9		5.0	6.0	0	3	0.0	0.0	0.625	0.0
10	9	1/2	1/2	3/2	1	1	i6	0.152149	-6.0755	/		a	v		i6	i		6					m	1	1	1, 5, 4		4.0	1.0	0	3	0.0	0.0	1.125	0.0
10	9	3/4	3/4	3/2	1	1	ii%65	-0.456447	-4.24971	/		a	v		ii%65	ii	%	65					%7	1	1	3, 0, 4, 6		6.0	3.0	0	2	0.0	0.0	0.375	0.0
10	9	1	1	3/2	1	1	V	0.228223	-5.69513	/		a	v		V	V							M	1	1	5, 9, 6		5.0	5.0	1	5	0.16666666666666666	0.125	1.625	0.07142857142857142
11	10	0	0	3/2	1	1	I\\	0	-3.26074	/	1.0	a	v		I	I						\\	M	1	1	4, 8, 5		4.0	4.0	0	17	0.0	0.0	6.875	0.0
