mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	1	1	Bb.I{				Bb	I		I	I						{	M	0	0	-2, 2, -1		-2	-2	1	4	0.2	0.0625	0.6875	0.08333333333333333
1	1	1/2	1/2	4/4	1	1	ii2				Bb	I		ii2	ii		2					mm7	0	0	-2, 0, -3, 1		0	-2	1	3	0.25	0.0625	0.4375	0.125
1	1	3/4	3/4	4/4	1	1	ii65/IV				Bb	I		ii65/IV	ii		65		IV			mm7	0	0	-4, 0, -3, -1		-1	-4	1	3	0.25	0.0625	0.4375	0.125
2	2	0	0	4/4	1	1	V2/IV				Bb	I		V2/IV	V		2		IV			Mm7	0	0	-4, -2, 2, -1		-2	-4	1	4	0.2	0.0625	0.4375	0.125
2	2	1/4	1/4	4/4	1	1	IV6	0.413122	-2.5	/	Bb	I		IV6	IV		6					M	0	0	1, -2, -3		-3	1	0	2	0.0	0.0	0.375	0.0
2	2	3/8	3/8	4/4	1	1	V65				Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	1	0.0	0.0	0.125	0.0
2	2	1/2	1/2	4/4	1	1	I(4)				Bb	I		I(4)	I			4				M	0	0	-2, -3, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.4375	0.125
2	2	3/4	3/4	4/4	1	1	I				Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.4375	0.125
3	3	0	0	4/4	1	1	V|HC.SIM}				Bb	I		V	V					HC.SIM	}	M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
3	3	1/4	1/4	4/4	1	1	I64{				Bb	I		I64	I		64				{	M	0	0	-1, -2, 2		-2	-1	1	3	0.25	0.0625	0.4375	0.125
3	3	1/2	1/2	4/4	1	1	vi7				Bb	I		vi7	vi		7					mm7	0	0	1, -2, 2, -1		1	1	1	3	0.25	0.0625	0.4375	0.125
3	3	3/4	3/4	4/4	1	1	IVM65				Bb	I		IVM65	IV	M	65					MM7	0	0	1, -2, 2, -3		-3	1	1	3	0.25	0.0625	0.4375	0.125
4	4	0	0	4/4	1	1	V65				Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	3	0.0	0.0	0.5	0.0
4	4	1/4	1/4	4/4	1	1	I				Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.4375	0.125
4	4	1/2	1/2	4/4	1	1	ii2				Bb	I		ii2	ii		2					mm7	0	0	-2, 0, -3, 1		0	-2	2	3	0.4	0.1875	0.3125	0.375
4	4	3/4	3/4	4/4	1	1	V65				Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	3	4	0.42857142857142855	0.125	0.375	0.25
5	5	0	0	4/4	1	1	I				Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	1	6	0.14285714285714285	0.0625	1.1875	0.05
5	5	1/2	1/2	4/4	1	1	ii7(9)				Bb	I		ii7(9)	ii		7	9				mm7	0	0	0, -3, 1, -2	2	0	0	0	1	0.0	0.0	0.25	0.0
5	5	3/4	3/4	4/4	1	1	V43				Bb	I		V43	V		43					Mm7	0	0	0, -3, -1, 3		-1	0	2	3	0.4	0.125	0.375	0.25
6	6	0	0	4/4	1	1	I6(42)				Bb	I		I6(42)	I		6	42				M	0	0	-3, -1, 0		-2	-3	1	2	0.3333333333333333	0.125	0.375	0.25
6	6	1/4	1/4	4/4	1	1	I6				Bb	I		I6	I		6					M	0	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.0625	0.4375	0.125
6	6	1/2	1/2	4/4	1	1	IV				Bb	I		IV	IV							M	0	0	-3, 1, -2		-3	-3	2	3	0.4	0.15625	0.34375	0.3125
6	6	3/4	3/4	4/4	1	1	V43				Bb	I		V43	V		43					Mm7	0	0	0, -3, -1, 3		-1	0	2	2	0.5	0.125	0.3125	0.2857142857142857
6	6	15/16	15/16	4/4	1	1	I	-1.51478	-3.32624	/	Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	0	1	0.0	0.0	0.0625	0.0
7	7	0	0	4/4	1	1	V|HC.SIM}				Bb	I		V	V					HC.SIM	}	M	0	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.125	0.375	0.25
7	7	1/4	1/4	4/4	1	1	V6{				Bb	I		V6	V		6				{	M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.5	0.0
7	7	1/2	1/2	4/4	1	1	V.IVM7(9)	-0.275415	-2.36229	/	Bb	V		IVM7(9)	IV	M	7	9				MM7	0	0	-2, 2, -1, 3	0	-2	-2	0	5	0.0	0.0	0.5	0.0
7	7	3/4	3/4	4/4	1	1	IV6	0.275415	-2.77541	/	Bb	V		IV6	IV		6					M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.375	0.0
7	7	7/8	7/8	4/4	1	1	V65				Bb	V		V65	V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	1	0.0	0.0	0.125	0.0
8	8	0	0	4/4	1	1	I(4)				Bb	V		I(4)	I			4				M	0	0	-1, -2, 0		-1	-1	1	3	0.25	0.0625	0.4375	0.125
8	8	1/4	1/4	4/4	1	1	I				Bb	V		I	I							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
8	8	3/8	3/8	4/4	1	1	I.ii6				Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	0	2	0.0	0.0	0.25	0.0
8	8	1/2	1/2	4/4	1	1	I6				Bb	I		I6	I		6					M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
8	8	5/8	5/8	4/4	1	1	viio6				Bb	I		viio6	vii	o	6					o	0	0	0, -3, 3		3	0	0	2	0.0	0.0	0.25	0.0
