mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	d.i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	4	0.0	0.0	1.1875	0.0
2	2	0	0	3/4	1	1	v6	d	i		v6	v		6					m	1	1	0, 4, 3		3.0	0.0	0	4	0.0	0.0	1.1875	0.0
3	3	0	0	3/4	1	1	V43/V	d	i		V43/V	V		43		V			Mm7	1	1	5, 2, 4, 8		4.0	5.0	0	4	0.0	0.0	1.1875	0.0
4	4	0	0	3/4	1	1	V\\	d	i		V	V						\\	M	1	1	3, 7, 4		3.0	3.0	3	4	0.42857142857142855	0.25	1.0	0.2
5	5	0	0	3/4	1	1	V6/iv	d	i		V6/iv	V		6		iv			M	1	1	6, 3, 2		2.0	6.0	1	2	0.3333333333333333	0.125	0.375	0.25
5	5	1/4	1/4	3/4	1	1	V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	6, 3, 0, 2		2.0	6.0	1	5	0.16666666666666666	0.125	0.8125	0.13333333333333333
6	6	0	0	3/4	1	1	iv	d	i		iv	iv							m	1	1	1, -2, 2		1.0	1.0	2	2	0.5	0.125	0.375	0.25
6	6	1/4	1/4	3/4	1	1	ii%65	d	i		ii%65	ii	%	65					%7	1	1	1, -2, 2, 4		4.0	1.0	1	5	0.16666666666666666	0.125	0.8125	0.13333333333333333
7	7	0	0	3/4	1	1	V	d	i		V	V							M	1	1	3, 7, 4		3.0	3.0	3	6	0.3333333333333333	0.375	1.125	0.25
8	8	0	0	3/4	1	1	i\\	d	i		i	i						\\	m	1	1	2, -1, 3		2.0	2.0	1	4	0.2	0.0	1.5	0.0
9	9	0	0	3/4	1	1	i	d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	0	2	0.0	0.0	0.5	0.0
9	9	1/4	1/4	3/4	1	1	v6	d	i		v6	v		6					m	1	1	0, 4, 3		3.0	0.0	0	2	0.0	0.0	0.5	0.0
9	9	1/2	1/2	3/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-2, 2, 1		1.0	-2.0	0	2	0.0	0.0	0.5	0.0
10	10	0	0	3/4	1	1	III.I6	d	III		I6	I		6					M	1	0	3, 0, -1		-1.0	3.0	0	2	0.0	0.0	0.625	0.0
10	10	1/4	1/4	3/4	1	1	V65	d	III		V65	V		65					Mm7	1	0	4, 1, -2, 0		0.0	4.0	0	2	0.0	0.0	0.375	0.0
10	10	1/2	1/2	3/4	1	1	I	d	III		I	I							M	1	0	-1, 3, 0		-1.0	-1.0	1	2	0.3333333333333333	0.125	0.375	0.25
11	11	0	0	3/4	1	1	I6	d	III		I6	I		6					M	1	0	3, 0, -1		-1.0	3.0	2	2	0.5	0.25	0.25	0.5
11	11	1/4	1/4	3/4	1	1	V	d	III		V	V							M	1	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.875	0.0
11	11	1/2	1/2	3/4	1	1	V7	d	III		V7	V		7					Mm7	1	0	0, 4, 1, -2		0.0	0.0	1	0	1.0	0.125	0.0	1.0
12	12	0	0	3/4	1	1	I\\	d	III		I	I						\\	M	1	0	-1, 3, 0		-1.0	-1.0	0	4	0.0	0.0	2.0	0.0
13	13	0	0	3/4	1	1	i.v	d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	1	2	0.3333333333333333	0.125	0.375	0.25
13	13	1/4	1/4	3/4	1	1	V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	6, 3, 0, 2		2.0	6.0	1	5	0.16666666666666666	0.125	0.8125	0.13333333333333333
