mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	3/4	1	1	f.i{	f	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1	1.0	1/4	1/4	3/4	1	1	ii%2	f	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
1	1	2	2	1.0	1/2	1/2	3/4	1	1	V65	f	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
2	2	3	3	2.0	0	0	3/4	1	1	i	f	i		i	i							m	1	1	0, -3, 1		0	0
2	2	5	5	1.0	1/2	1/2	3/4	1	1	VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	6	6	1.0	0	0	3/4	1	1	iv	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	7	7	1.0	1/4	1/4	3/4	1	1	V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
3	3	8	8	0.5	1/2	1/2	3/4	1	1	i(4)	f	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
3	3	17/2	17/2	0.5	5/8	5/8	3/4	1	1	i	f	i		i	i							m	1	1	0, -3, 1		0	0
4	4	9	9	3.0	0	0	3/4	1	1	V|HC.SIM}	f	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
5	5	12	12	3.0	0	0	3/4	1	1	i6{	f	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
6	6	15	15	1.0	0	0	3/4	1	1	i	f	i		i	i							m	1	1	0, -3, 1		0	0
6	6	16	16	2.0	1/4	1/4	3/4	1	1	v.iio	f	v		iio	ii	o						o	1	1	2, -1, -4		2	2
7	7	18	18	1.0	0	0	3/4	1	1	III+(9)	f	v		III+(9)	III	+		9				+	1	1	-3, 1, 5	-1	-3	-3
7	7	19	19	2.0	1/4	1/4	3/4	1	1	i6	f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8	21	21	1.0	0	0	3/4	1	1	V(4)	f	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
8	8	22	22	1.0	1/4	1/4	3/4	1	1	V	f	v		V	V							M	1	1	1, 5, 2		1	1
8	8	23	23	1.0	1/2	1/2	3/4	1	1	I|PAC}	f	v		I	I					PAC	}	M	1	1	0, 4, 1		0	0
9	9	24	24	1.0	0	0	3/4	1	1	III.I6{	f	III		I6	I		6				{	M	1	0	4, 1, 0		0	4
9	9	25	25	1.0	1/4	1/4	3/4	1	1	V43	f	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
9	9	26	26	0.5	1/2	1/2	3/4	1	1	I(4)	f	III		I(4)	I			4				M	1	0	0, -1, 1		0	0
9	9	53/2	53/2	0.5	5/8	5/8	3/4	1	1	I	f	III		I	I							M	1	0	0, 4, 1		0	0
10	10	27	27	2.0	0	0	3/4	1	1	V	f	III		V	V							M	1	0	1, 5, 2		1	1
10	10	29	29	1.0	1/2	1/2	3/4	1	1	I6	f	III		I6	I		6					M	1	0	4, 1, 0		0	4
11	11	30	30	1.0	0	0	3/4	1	1	V43	f	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
11	11	31	31	1.0	1/4	1/4	3/4	1	1	I	f	III		I	I							M	1	0	0, 4, 1		0	0
11	11	32	32	1.0	1/2	1/2	3/4	1	1	V65	f	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
12	12	33	33	2.0	0	0	3/4	1	1	I	f	III		I	I							M	1	0	0, 4, 1		0	0
12	12	35	35	1.0	1/2	1/2	3/4	1	1	V|HC.SIM}	f	III		V	V					HC.SIM	}	M	1	0	1, 5, 2		1	1
13	13	36	36	2.0	0	0	3/4	1	1	I6{	f	III		I6	I		6				{	M	1	0	4, 1, 0		0	4
13	13	38	38	1.0	1/2	1/2	3/4	1	1	IM7	f	III		IM7	I	M	7					MM7	1	0	0, 4, 1, 5		0	0
14	14	39	39	1.5	0	0	3/4	1	1	IV	f	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
14	14	81/2	81/2	0.5	3/8	3/8	3/4	1	1	V2	f	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
14	14	41	41	1.0	1/2	1/2	3/4	1	1	I6	f	III		I6	I		6					M	1	0	4, 1, 0		0	4
15	15	42	42	1.0	0	0	3/4	1	1	ii65	f	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
15	15	43	43	1.0	1/4	1/4	3/4	1	1	V(4)	f	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
15	15	44	44	1.0	1/2	1/2	3/4	1	1	V	f	III		V	V							M	1	0	1, 5, 2		1	1
16	16	45	45	3.0	0	0	3/4	1	1	I|PAC}	f	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
17	17	48	48	1.0	0	0	3/4	1	1	iv.V{	f	iv		V	V						{	M	1	1	1, 5, 2		1	1
17	17	49	49	1.0	1/4	1/4	3/4	1	1	i6	f	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	17	50	50	1.0	1/2	1/2	3/4	1	1	V43	f	iv		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
18	18	51	51	3.0	0	0	3/4	1	1	i	f	iv		i	i							m	1	1	0, -3, 1		0	0
19	19	54	54	1.0	0	0	3/4	1	1	i.IV2	f	i		IV2	IV		2					Mm7	1	1	-3, -1, 3, 0		-1	-3
19	19	55	55	1.0	1/4	1/4	3/4	1	1	V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
19	19	56	56	1.0	1/2	1/2	3/4	1	1	i	f	i		i	i							m	1	1	0, -3, 1		0	0
20	20	57	57	3.0	0	0	3/4	1	1	V|HC.SIM}	f	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
