mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0.0	0	0	StaffText	6/4	1	1	0							Majestueusement, Sans trop de lenteur							
1	1	0	0.0	0	0	Tempo	6/4	1	1	0								 = 180	180					
1	1	0	1.5	0	0	Chord	6/4	1	1	3/8			1/4	3/2	0									0
1	1	3/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8			1/8	1	1									
1	1	2	1.5	1/2	1/2	Chord	6/4	1	1	3/8			1/4	3/2	2									1
1	1	7/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8			1/8	1	3									
1	1	4	1.5	1	1	Chord	6/4	1	1	3/8			1/4	3/2	4									2
1	1	11/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	5									
2	2	6	3.0	0	0	Chord	6/4	1	1	3/4			1/2	3/2	6	ornamentShortTrill								3
2	2	9	0.5	3/4	3/4	Chord	6/4	1	1	1/8			1/8	1	7									3
2	2	19/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8			1/8	1	8									3
2	2	10	2.0	1	1	Chord	6/4	1	1	1/2			1/2	1	9									
2	2	6	0.0	0	0	FiguredBass	6/4	2	1	0										1	h3_			
2	2	6	1.5	0	0	Chord	6/4	2	1	3/8			1/4	3/2	10									
2	2	15/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	11									
2	2	8	1.5	1/2	1/2	Chord	6/4	2	1	3/8			1/4	3/2	12									
2	2	19/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8			1/8	1	13									
2	2	10	0.0	1	1	FiguredBass	6/4	2	1	0										1/2	3_			
2	2	10	1.5	1	1	Chord	6/4	2	1	3/8			1/4	3/2	14									
2	2	23/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8			1/8	1	15									
3	3	12	2.0	0	0	Chord	6/4	1	1	1/2			1/2	1	16									
3	3	14	3.0	1/2	1/2	Chord	6/4	1	1	3/4			1/2	3/2	17	ornamentMordent								4
3	3	17	1.0	5/4	5/4	Chord	6/4	1	1	1/4			1/4	1	18									
3	3	12	0.0	0	0	FiguredBass	6/4	2	1	0										1/2	5/			
3	3	12	2.0	0	0	Chord	6/4	2	1	1/2			1/2	1	19									
