mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0	0.0	0	0	StaffText	4/4	1	1	0						gravement et mesuré										
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0					
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	0												
1	1	1	1	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1												
1	1	3/2	3/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2												
1	1	7/4	7/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	3												
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	4												
1	1	3	3	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	5												
1	1	7/2	7/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	6												
1	1	15/4	15/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	7												
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	8												
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	4	2		
1	1	2	2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	9												
1	1	5/2	5/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	10												
1	1	11/4	11/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	11												
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	6	5		
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	12												
2	2	4	4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	13	ornamentShortTrill											
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	14												
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	15												
2	2	6	6	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	16												
2	2	27/4	27/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	17												
2	2	7	7	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	18												
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	19												
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0												1/8	4+			
2	2	4	4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	20												0
2	2	9/2	9/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	21												0
2	2	19/4	19/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	22												
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	2	1	0												1/8	6			
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	23												
2	2	11/2	11/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0												1/8	5/			
