mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0.0	0	0	Tempo	3/4	1	1	0								 = 90	90					
1	1	0	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	0									
1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1									
1	1	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	2									
2	2	3	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	3									0
2	2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	4									
2	2	5	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	5	ornamentShortTrill								
2	2	3	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	6									
2	2	4	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	6	4+	3	
2	2	4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	7									
2	2	5	0.0	1/2	1/2	FiguredBass	3/4	2	1	0										1/4	#3			
2	2	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	8									
3	3	6	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	9									1
3	3	7	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	10	ornamentShortTrill								
3	3	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	11									
3	3	6	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	12									
3	3	7	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	5/			
3	3	7	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	13									
3	3	8	0.0	1/2	1/2	FiguredBass	3/4	2	1	0										1/4	6			
3	3	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	14									
4	4	9	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	15	ornamentShortTrill								2
4	4	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	16									
4	4	11	0.0	1/2	1/2	StaffText	3/4	1	1	0							)							
4	4	11	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	17									
4	4	9	0.0	0	0	FiguredBass	3/4	2	1	0										1/4	7	5/_		
4	4	9	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	18	ornamentShortTrill								
4	4	10	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	6#			
4	4	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	19									
5	5	12	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	20									
5	5	13	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	21									
5	5	14	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	22									
5	5	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	23									
6	6	15	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	24									3
6	6	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	25	ornamentShortTrill								
6	6	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	26									
6	6	15	0.0	0	0	FiguredBass	3/4	2	1	0										1/4	6	4+	3	
6	6	15	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	27									
6	6	16	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	6	4		
6	6	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	28									
6	6	17	0.0	1/2	1/2	FiguredBass	3/4	2	1	0										1/4	4+			
6	6	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	29									
7	7	18	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	30									
7	7	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	31									
7	7	19	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	32	ornamentShortTrill								
7	7	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	33									
7	7	18	0.0	0	0	FiguredBass	3/4	2	1	0										1/4	6			
7	7	18	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	34									
7	7	19	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	#6			
7	7	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	35									
7	7	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	36									
8	8	21	0.0	0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	37									
8	8	21	0.0	0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	38									
8	8	21	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	39	ornamentShortTrill								
8	8	21	0.0	0	0	FiguredBass	3/4	2	1	0										3/4	#3_			
8	8	21	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	40									
8	8	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	41									
9	9	24	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	42									
9	9	25	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura		1/8	1	43									
9	9	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	44									
9	9	26	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura		1/8	1	45									
9	9	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	46									
9	9	24	0.0	0	0	StaffText	3/4	2	1	0							Reprise							
10	10	27	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	47	ornamentShortTrill								
10	10	28	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura		1/8	1	48									
10	10	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	49									
10	10	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	50									
10	10	27	0.0	0	0	FiguredBass	3/4	2	1	0										1/4	h3			
10	10	27	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	51									
10	10	28	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	6			
10	10	28	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura		1/8	1	52									
10	10	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	53									
10	10	29	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura		1/8	1	54									
10	10	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	55									
11	11	30	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	56	ornamentShortTrill								
11	11	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	57									4
11	11	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	58									
11	11	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	59									5
11	11	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	60									
11	11	30	0.0	0	0	FiguredBass	3/4	2	1	0										1/4	6	4+	3	
11	11	30	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	61									
11	11	31	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	6	5	b3	
11	11	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	62									
11	11	32	0.0	1/2	1/2	FiguredBass	3/4	2	1	0										1/4	h3			
11	11	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	63									
12	12	33	0.0	0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	64									
12	12	33	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	65	ornamentMordent								
12	12	35	0.0	1/2	1/2	StaffText	3/4	1	1	0							)							
12	12	35	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura		1/8	1	66									
12	12	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	67									
12	12	33	0.0	0	0	FiguredBass	3/4	2	1	0										3/4	b3_			
12	12	33	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	68									
12	12	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	69									
13	13	36	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	70									
13	13	37	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura		1/8	1	71									
13	13	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	72									
13	13	38	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura		1/8	1	73									
13	13	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	74									
14	14	39	0.0	0	0	Chord	3/4	1	1	0	appoggiatura		1/8	1	75									
14	14	39	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	76									
14	14	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	77									
14	14	41	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura		1/8	1	78									
14	14	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	79									
14	14	39	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	80									
14	14	40	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	b3			
14	14	40	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura		1/8	1	81									
14	14	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	82									
14	14	41	0.0	1/2	1/2	FiguredBass	3/4	2	1	0										1/4	5/			
14	14	41	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura		1/8	1	83									
14	14	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	84									
15	15	42	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	85	ornamentShortTrill								
15	15	43	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura		1/8	1	86									
15	15	43	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	87									
15	15	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	88									
15	15	42	0.0	0	0	FiguredBass	3/4	2	1	0										1/4	b7			
15	15	42	0.0	0	0	Chord	3/4	2	1	0	appoggiatura		1/8	1	89									
15	15	42	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	90									
15	15	43	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	7	5	b2	
15	15	43	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura		1/8	1	91									
15	15	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	92									
15	15	44	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura		1/8	1	93									
15	15	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	94									
16	16	45	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	95	ornamentShortTrill								
16	16	47	0.0	1/2	1/2	StaffText	3/4	1	1	0							)							
16	16	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	96									
16	16	45	0.0	0	0	FiguredBass	3/4	2	1	0										1/4	4			
16	16	45	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	97									
16	16	46	0.0	1/4	1/4	FiguredBass	3/4	2	1	0										1/4	3			
16	16	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	98									
16	16	47	0.0	1/2	1/2	StaffText	3/4	2	1	0							)							
16	16	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	99									
17	17	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	100									
17	17	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	101									
17	17	48	0.0	0	0	FiguredBass	3/4	2	1	0										3/4	6	4_		
17	17	48	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	102									
