mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
6	6	15	15	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7	#5	2	
6	6	15	15	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	30												
6	6	16	16	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												3/8	6			
6	6	16	16	1.5		1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	31												
6	6	35/2	35/2	0.0		5/8	5/8	FiguredBass	3/4	2	1	0												1/8	b3			
6	6	35/2	35/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	32												
7	7	18	18	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	33												1
7	7	75/4	75/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	34												
7	7	19	19	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	35	ornamentShortTrill											
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	36												
7	7	18	18	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7	5/		
7	7	18	18	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	37												
7	7	19	19	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												3/8	#6			
7	7	19	19	1.5		1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	38												2
7	7	41/2	41/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	39												2
7	7	83/4	83/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	40												
8	8	21	21	0.0		0	0	StaffText	3/4	1	1	0						)										
8	8	21	21	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	41												
8	8	22	22	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	42												
8	8	47/2	47/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	43												
8	8	21	21	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	44												
8	8	22	22	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6_			
8	8	22	22	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	45												
8	8	23	23	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	46												
9	9	24	24	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	47												3
9	9	99/4	99/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	48												
9	9	25	25	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	49	ornamentShortTrill											
9	9	53/2	53/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	50												
9	9	24	24	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7			
9	9	24	24	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	51												
9	9	25	25	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												3/8	6			
9	9	25	25	1.5		1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	52												
9	9	53/2	53/2	0.0		5/8	5/8	FiguredBass	3/4	2	1	0												1/8	5			
9	9	53/2	53/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	53												
10	10	27	27	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	54												
10	10	28	28	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	55												
10	10	59/2	59/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	56												
10	10	27	27	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7			
10	10	27	27	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	57												
10	10	28	28	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												3/8	6			
10	10	28	28	1.5		1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	58												
10	10	59/2	59/2	0.0		5/8	5/8	FiguredBass	3/4	2	1	0												1/8	5			
10	10	59/2	59/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	59												
11	11	30	30	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	60												
11	11	31	31	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	61												
11	11	65/2	65/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	62												
11	11	30	30	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7	b3_		
11	11	30	30	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	63												
11	11	61/2	61/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	64												
11	11	31	31	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6	5	b3_	
11	11	31	31	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	65												
11	11	63/2	63/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	66												
11	11	32	32	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	67												
11	11	65/2	65/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	68												
12	12	33	33	0.0		0	0	StaffText	3/4	1	1	0						)										
12	12	33	33	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	69	ornamentShortTrill											
12	12	35	35	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	70												
12	12	143/4	143/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	71												
12	12	33	33	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	#3			
12	12	33	33	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	72												
12	12	34	34	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5/			
12	12	34	34	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	73												
12	12	35	35	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7	#3		
12	12	35	35	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	74												
13	13	36	36	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	75												
13	13	73/2	73/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	76												
13	13	37	37	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	77												
13	13	75/2	75/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	78												
13	13	38	38	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	79												
13	13	77/2	77/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	80												
13	13	36	36	0.0		0	0	FiguredBass	3/4	2	1	0												1/2	6_			
13	13	36	36	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	81												
13	13	37	37	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	82												
13	13	38	38	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7	#3		
13	13	38	38	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	83												
14	14	39	39	0.0		0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	84												
14	14	39	39	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	85	ornamentMordent											
14	14	41	41	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	86												
14	14	167/4	167/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	87												
14	14	39	39	0.0		0	0	StaffText	3/4	2	1	0						)										
14	14	39	39	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	88												
14	14	40	40	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6_			
14	14	40	40	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	89												
14	14	41	41	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	90												
15	15	42	42	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	91												
15	15	85/2	85/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	92												
15	15	43	43	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	93												
15	15	87/2	87/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	94												
15	15	44	44	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	95												
15	15	89/2	89/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	96												
15	15	42	42	0.0		0	0	FiguredBass	3/4	2	1	0												1/2	5_			
15	15	42	42	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	97												
15	15	43	43	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	98												
15	15	44	44	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7	b3		
15	15	44	44	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	99												
16	16	45	45	0.0		0	0	StaffText	3/4	1	1	0						)										
16	16	45	45	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	100	ornamentShortTrill											
16	16	47	47	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	101												
16	16	191/4	191/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	102												
16	16	45	45	0.0		0	0	FiguredBass	3/4	2	1	0												3/4	_			
16	16	45	45	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	103												
16	16	46	46	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	104												
16	16	93/2	93/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	105												
16	16	47	47	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	106												
16	16	95/2	95/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	107												
17	17	48	48	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	108												
17	17	97/2	97/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	109												
17	17	49	49	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	110												
17	17	99/2	99/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	111												
17	17	50	50	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	112												
17	17	101/2	101/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	113												
17	17	48	48	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	6			
17	17	48	48	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	114	ornamentShortTrill											
17	17	50	50	0.75		1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	115												
17	17	203/4	203/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	116												
18	18	51	51	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	117												
18	18	103/2	103/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	118												
18	18	52	52	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	119												
18	18	105/2	105/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	120												
18	18	53	53	0.0		1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	121												
18	18	53	53	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	122	ornamentMordent											
18	18	51	51	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	123												
18	18	52	52	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5/			
18	18	52	52	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	124												
18	18	53	53	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	125												
19	19	54	54	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	126												
19	19	109/2	109/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	127												
19	19	55	55	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	128	ornamentShortTrill											
19	19	113/2	113/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	129												
19	19	54	54	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	6	5		
19	19	54	54	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	130												
19	19	55	55	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	3_			
19	19	55	55	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	131												
19	19	56	56	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	b7			
19	19	56	56	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	132												
20	20		57	3.0	1	0	0	Chord	3/4	1	1	3/4		1/2	3/2	133												
20	20		57	0.5	1	0	0	Chord	3/4	2	1	1/8		1/8	1	134												
20	20		115/2	0.5	1	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	135												
20	20		58	0.5	1	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	136												
20	20		117/2	0.5	1	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	137												
20	20		59	0.0	1	1/2	1/2	FiguredBass	3/4	2	1	0												1/8	6			
20	20		59	0.5	1	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	138	ornamentShortTrill											
20	20		119/2	0.0	1	5/8	5/8	FiguredBass	3/4	2	1	0												1/8	#6			
20	20		119/2	0.5	1	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	139												
21	20	57	60	1.0	2	0	0	Chord	3/4	1	1	1/4		1/4	1	140												
21	20	58	61	1.0	2	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	141	articStaccatoAbove											
21	20	59	62	1.0	2	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	142	articStaccatoAbove											
21	20	58	61	1.0	2	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	143	articStaccatoBelow											
21	20	59	62	1.0	2	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	144	articStaccatoBelow											
21	20	57	60	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	145												
21	20	58	61	0.0	2	1/4	1/4	StaffText	3/4	2	1	0						Reprise										
22	21	60	63	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	146	articStaccatoAbove											4
22	21	61	64	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	147	ornamentShortTrill											
22	21	123/2	129/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	148												
22	21	62	65	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	149												
22	21	125/2	131/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	150												
22	21	60	63	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	151	articStaccatoBelow											5
22	21	61	64	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	152	ornamentShortTrill											
22	21	123/2	129/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	153												
22	21	62	65	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	154												
22	21	125/2	131/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	155												
23	22	63	66	0.0		0	0	StaffText	3/4	1	1	0						)										
23	22	63	66	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	156												
23	22	64	67	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	157	articStaccatoAbove											
23	22	65	68	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	158	articStaccatoAbove											
23	22	63	66	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	159												
23	22	64	67	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6_			
23	22	64	67	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	160												
23	22	65	68	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	161												
24	23	66	69	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	162	articStaccatoAbove											
24	23	67	70	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	163												6
24	23	135/2	141/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	164												
24	23	68	71	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	165												7
24	23	137/2	143/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	166												
24	23	66	69	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7			
24	23	66	69	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	167												
24	23	67	70	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/4	6	4+	3	
24	23	67	70	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	168												
24	23	68	71	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	5	b3	
24	23	68	71	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	169												
25	24	69	72	0.0		0	0	StaffText	3/4	1	1	0						)										
25	24	69	72	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	170	ornamentShortTrill											
25	24	70	73	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	171	articStaccatoAbove											
25	24	71	74	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	172	articStaccatoAbove											
25	24	70	73	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	173	articStaccatoBelow											
25	24	71	74	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	174	articStaccatoBelow											
25	24	69	72	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	#3			
25	24	69	72	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	175												
26	25	72	75	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	176	articStaccatoAbove											8
26	25	73	76	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	177	ornamentShortTrill											
26	25	147/2	153/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	178												
26	25	74	77	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	179												
26	25	149/2	155/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	180												
26	25	72	75	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	181	articStaccatoBelow											9
26	25	73	76	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	182	ornamentShortTrill											
26	25	147/2	153/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	183												
26	25	74	77	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	184												
26	25	149/2	155/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	185												
27	26	75	78	0.0		0	0	StaffText	3/4	1	1	0						)										
27	26	75	78	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	186												
27	26	76	79	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	187												
27	26	153/2	159/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	188												
27	26	77	80	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	189												
27	26	155/2	161/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	190												
27	26	75	78	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	191												
27	26	76	79	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/2	6_			
27	26	76	79	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	192												
27	26	77	80	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	193												
28	27	78	81	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	194												
28	27	79	82	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	195												
28	27	159/2	165/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	196												
28	27	80	83	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	197												
28	27	161/2	167/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	198												
28	27	78	81	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	7_			
28	27	78	81	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	199												
28	27	157/2	163/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	200												
28	27	79	82	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												3/8	6	4	3_	
28	27	79	82	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	201												
28	27	159/2	165/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	202												
28	27	80	83	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	203												
28	27	161/2	167/2	0.0		5/8	5/8	FiguredBass	3/4	2	1	0												1/8	6	5		
28	27	161/2	167/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	204												
29	28	81	84	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	205	ornamentShortTrill											
29	28	82	85	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	206												
29	28	165/2	171/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	207												
29	28	83	86	0.0		1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	208												
29	28	83	86	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	209	ornamentMordent											
29	28	81	84	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	#3_			
29	28	81	84	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	210												
29	28	163/2	169/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	211												
29	28	82	85	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/8	6			
29	28	82	85	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	212												
29	28	165/2	171/2	0.0		3/8	3/8	FiguredBass	3/4	2	1	0												1/8	#6			
29	28	165/2	171/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	213												
29	28	83	86	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	214												
30	29	84	87	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	215												
30	29	169/2	175/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	216												
30	29	85	88	0.0		1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	217												
30	29	85	88	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	218	ornamentMordent											
30	29	173/2	179/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	219												
30	29	84	87	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	6	5		
30	29	84	87	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	220												
30	29	85	88	0.0		1/4	1/4	FiguredBass	3/4	2	1	0												1/4	#6	4		
30	29	85	88	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	221												
30	29	86	89	0.0		1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7	#3		
31	30	87	90	0.0		0	0	StaffText	3/4	1	1	0						)										
31	30	87	90	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	222	ornamentShortTrill											
31	30	88	91	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	223	articStaccatoAbove											
31	30	89	92	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	224	articStaccatoAbove											
31	30	88	91	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	225	articStaccatoBelow											
31	30	89	92	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	226	articStaccatoBelow											
31	30	87	90	0.0		0	0	FiguredBass	3/4	2	1	0												1/4	#3			
31	30	87	90	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	227												
32	31	90	93	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	228	articStaccatoAbove											10
32	31	91	94	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	229	ornamentShortTrill											
